"","conv","country","drop_kicks","opposition","penalties","player","points","position","result","tries","country_tier","opposition_tier"
"325",3,"Eng",0,"South Africa",2,"TGAL Flood",17,"FH","lost",1,"1","1"
"326",1,"NZ",0,"Australia",5,"DW Carter",17,"FH","won",0,"1","1"
"327",1,"NZ",0,"Australia",5,"DW Carter",17,"FH","won",0,"1","1"
"328",4,"Samoa",0,"Canada",3,"JS So'oialo",17,"FB","won",0,"2","2"
"329",1,"Namib",1,"Zimbabwe",4,"TAW Kotze",17,"FH","won",0,"2","3"
"330",4,"Eng",0,"Fiji",3,"TGAL Flood",17,"FH","won",0,"1","2"
"331",1,"JPN",0,"Georgia",5,"A Goromaru",17,"FB","won",0,"2","2"
"332",4,"NZ",0,"Italy",3,"AW Cruden",17,"FH","won",0,"1","1"
"333",1,"Arg",1,"France",4,"FN Sanchez",17,"FH","lost",0,"1","1"
"334",1,"Eng",1,"New Zealand",4,"OA Farrell",17,"FH","won",0,"1","1"
"335",4,"Georg",0,"Spain",3,"M Kvirikashvili",17,"FH","won",0,"2","2"
"336",3,"Samoa",0,"Scotland",2,"JS So'oialo",17,"FB","won",1,"2","1"
"337",4,"SA",0,"Italy",3,"M Steyn",17,"FH","won",0,"1","1"
"338",3,"Samoa",0,"Italy",2,"PB Williams",17,"C","won",1,"2","1"
"339",3,"SA",0,"Samoa",2,"M Steyn",17,"FH","won",1,"1","2"
"340",1,"SA",0,"Argentina",5,"M Steyn",17,"FH","won",0,"1","1"
"341",1,"Eng",0,"New Zealand",5,"OA Farrell",17,"FH","lost",0,"1","1"
"342",3,"Aust",0,"Ireland",2,"QS Cooper",17,"FH","won",1,"1","1"
"343",1,"Wales",0,"France",5,"SL Halfpenny",17,"FB","won",0,"1","1"
"344",2,"Ire",0,"Italy",1,"JJ Sexton",17,"FH","won",2,"1","1"
"345",2,"Ire",0,"France",1,"JJ Sexton",17,"FH","won",2,"1","1"
"346",1,"Urug",0,"USA",5,"F Berchesi Pisano",17,"FH","draw",0,"2","2"
"347",7,"JPN",0,"Korea",1,"A Goromaru",17,"FB","won",0,"2","3"
"348",4,"JPN",0,"USA",3,"A Goromaru",17,"FB","won",0,"2","2"
"349",1,"Aust",0,"Argentina",5,"BT Foley",17,"FH","won",0,"1","1"
"350",1,"Russ",0,"Uruguay",5,"Y Kushnarev",17,"FH","won",0,"2","2"
"351",1,"Russ",0,"Uruguay",5,"Y Kushnarev",17,"FH","lost",0,"2","2"
"352",4,"Rom",0,"Portugal",3,"VN Calafeteanu",17,"SH","won",0,"2","2"
"353",3,"Fiji",0,"Japan",2,"JL Matavesi",17,"FH","won",1,"2","2"
"354",1,"Fra",0,"England",5,"F Michalak",17,"FH","won",0,"1","1"
"355",6,"Aust",0,"USA",0,"BT Foley",17,"FH","won",1,"1","2"
"356",6,"Fiji",0,"Uruguay",0,"RNDSN Nadolo",17,"W","won",1,"2","2"
"357",3,"Italy",0,"Romania",2,"T Allan",17,"FH","won",1,"1","2"
"358",7,"NZ",0,"France",1,"DW Carter",17,"FH","won",0,"1","1"
"359",3,"Eng",0,"Italy",2,"OA Farrell",17,"C","won",1,"1","1"
"360",3,"NZ",0,"Australia",2,"BJ Barrett",17,"FH","won",1,"1","1"
"361",6,"NZ",0,"Argentina",0,"BJ Barrett",17,"FH","won",1,"1","1"
"362",1,"Arg",0,"New Zealand",5,"FN Sanchez",17,"FH","lost",0,"1","1"
"363",1,"Eng",0,"Argentina",5,"OA Farrell",17,"C","won",0,"1","1"
"364",1,"Wales",0,"South Africa",5,"SL Halfpenny",17,"FB","won",0,"1","1"
"365",1,"Fra",0,"Scotland",5,"C Lopez",17,"FH","won",0,"1","1"
"366",7,"USA",0,"Chile",1,"B Cima",17,"FH","won",0,"2","3"
"367",3,"Spain",0,"Germany",2,"BD Linklater",17,"FB","won",1,"2","2"
"368",7,"Braz",0,"Paraguay",1,"MR Duque",17,"C","won",0,"3","3"
"369",3,"Urug",0,"Chile",2,"F Berchesi Pisano",17,"FH","won",1,"2","3"
"370",1,"Fiji",0,"Scotland",5,"BTT Volavola",17,"FH","won",0,"2","1"
"371",4,"SA",0,"Argentina",3,"ET Jantjies",17,"FH","won",0,"1","1"
"372",7,"NZ",0,"South Africa",1,"BJ Barrett",17,"FH","won",0,"1","1"
"373",3,"Aust",0,"Argentina",2,"BT Foley",17,"FH","won",1,"1","1"
"374",2,"Wales",0,"England",4,"JW Hook",16,"FH","won",0,"1","1"
"375",2,"Port",0,"Russia",4,"PPDC Cabral",16,"FH","lost",0,"2","2"
"376",2,"Russ",0,"Spain",4,"Y Kushnarev",16,"FH","won",0,"2","2"
"377",8,"JPN",0,"Arabian Gulf",0,"JA Arlidge",16,"FH","won",0,"2","3"
"378",2,"Scot",0,"Argentina",4,"CD Paterson",16,"W","won",0,"1","1"
"379",1,"Can",0,"Portugal",3,"J Pritchard",16,"FB","won",1,"2","2"
"380",2,"JPN",0,"USA",4,"RT Nicholas",16,"C","won",0,"2","2"
"381",4,"Eng",0,"Italy",1,"AJ Goode",16,"FH","won",1,"1","1"
"382",3,"JPN",0,"Korea",0,"SJ Webb",16,"FH","won",2,"2","3"
"383",2,"USA",0,"Georgia",4,"MMM Hercus",16,"FH","won",0,"2","2"
"384",4,"Can",0,"USA",1,"J Pritchard",16,"FB","won",1,"2","2"
"385",1,"Arg",0,"Wales",3,"M Rodriguez Gurruchage",16,"C","lost",1,"1","1"
"386",5,"Ire",0,"Fiji",2,"JJ Sexton",16,"FH","won",0,"1","2"
"387",2,"Ire",0,"Italy",4,"RJR O'Gara",16,"FH","won",0,"1","1"
"388",2,"Wales",0,"Scotland",4,"SM Jones",16,"FH","won",0,"1","1"
"389",5,"Port",0,"Germany",2,"PPDC Cabral",16,"FH","won",0,"2","2"
"390",5,"Fra",0,"Italy",2,"MRJ Parra",16,"SH","won",0,"1","1"
"391",2,"Urug",0,"Chile",4,"E Caffera",16,"FH","won",0,"2","3"
"392",2,"SA",0,"Wales",4,"R Pienaar",16,"FH","won",0,"1","1"
"393",2,"JPN",1,"Samoa",3,"JA Arlidge",16,"FH","won",0,"2","2"
"394",5,"Fiji",0,"Tonga",2,"RT Rawaqa Maravunawasawasa",16,"FB","won",0,"2","2"
"395",2,"JPN",0,"Tonga",4,"JA Arlidge",16,"FH","won",0,"2","2"
"396",2,"NZ",0,"England",4,"DW Carter",16,"FH","won",0,"1","1"
"397",2,"Eng",0,"Samoa",4,"TGAL Flood",16,"FH","won",0,"1","2"
"398",4,"Georg",0,"Spain",1,"M Kvirikashvili",16,"FH","won",1,"2","2"
"399",1,"Fra",0,"Italy",3,"MRJ Parra",16,"SH","lost",1,"1","1"
"400",2,"Tonga",0,"Japan",4,"KS Morath",16,"FH","won",0,"2","2"
"401",2,"Ire",0,"Italy",4,"RJR O'Gara",16,"FH","won",0,"1","1"
"402",5,"Spain",0,"Ukraine",2,"M Peluchon Carrero",16,"FB","won",0,"2","3"
"403",5,"Georg",0,"Russia",2,"M Kvirikashvili",16,"FH","won",0,"2","2"
"404",2,"Port",0,"Ukraine",4,"Y Ricardo",16,"FH","lost",0,"2","3"
"405",2,"SA",1,"England",3,"M Steyn",16,"FH","won",0,"1","1"
"406",2,"USA",0,"Georgia",4,"CT Wyles",16,"FB","won",0,"2","2"
"407",1,"Samoa",1,"Scotland",2,"T Pisi",16,"FH","lost",1,"2","1"
"408",2,"Aust",0,"South Africa",4,"BS Barnes",16,"C","won",0,"1","1"
"409",2,"Wales",0,"Italy",4,"SL Halfpenny",16,"FB","won",0,"1","1"
"410",2,"Arg",0,"England",4,"MJ Bustos Moyano",16,"FB","lost",0,"1","1"
"412",1,"JPN",0,"Canada",3,"A Goromaru",16,"FB","won",1,"2","2"
"413",2,"Fra",0,"Tonga",4,"MRJ Parra",16,"SH","won",0,"1","2"
"414",8,"Germ",0,"Czech Rep",0,"R Parkinson",16,"FH","won",0,"2","3"
"415",2,"JPN",0,"Italy",4,"A Goromaru",16,"FB","won",0,"2","1"
"416",2,"Russ",0,"Hong Kong",4,"Y Kushnarev",16,"FH","won",0,"2","3"
"417",2,"Ire",0,"South Africa",4,"JJ Sexton",16,"FH","won",0,"1","1"
"418",2,"SA",1,"England",3,"PJ Lambie",16,"FH","won",0,"1","1"
"419",2,"Aust",0,"France",4,"BT Foley",16,"FH","lost",0,"1","1"
"420",2,"Fra",0,"Australia",4,"C Lopez",16,"FH","won",0,"1","1"
"421",2,"Ire",0,"Australia",4,"JJ Sexton",16,"FH","won",0,"1","1"
"422",2,"Eng",0,"Australia",4,"GT Ford",16,"FH","won",0,"1","1"
"423",2,"Wales",0,"Scotland",4,"SL Halfpenny",16,"FB","won",0,"1","1"
"424",2,"Georg",0,"Spain",4,"M Kvirikashvili",16,"FB","won",0,"2","2"
"425",3,"Kenya",0,"Spain",0,"D Mukidza Kinyangi",16,"W","won",2,"3","2"
"426",2,"Tonga",0,"Japan",4,"KS Morath",16,"FH","won",0,"2","2"
"427",5,"Namib",0,"Kenya",2,"TAW Kotze",16,"FH","won",0,"2","3"
"428",5,"NZ",0,"Australia",2,"DW Carter",16,"FH","won",0,"1","1"
"429",2,"SA",1,"Argentina",3,"PJ Lambie",16,"FH","won",0,"1","1"
"430",5,"USA",0,"Canada",2,"AL MacGinty",16,"FH","won",0,"2","2"
"431",2,"Scot",0,"Italy",4,"GD Laidlaw",16,"SH","won",0,"1","1"
"432",2,"NZ",0,"Argentina",4,"DW Carter",16,"FH","won",0,"1","1"
"433",4,"NZ",0,"Namibia",1,"BJ Barrett",16,"FH","won",1,"1","2"
"434",2,"JPN",0,"Samoa",4,"A Goromaru",16,"FB","won",0,"2","2"
"435",1,"Namib",0,"Georgia",3,"TAW Kotze",16,"FH","lost",1,"2","2"
"436",1,"Samoa",0,"Scotland",3,"T Pisi",16,"FH","lost",1,"2","1"
"437",2,"Russ",1,"Hong Kong",3,"SV Yanyushkin",16,"FH","won",0,"2","3"
"438",5,"Russ",0,"Portugal",2,"Y Kushnarev",16,"FH","won",0,"2","2"
"439",2,"Eng",0,"France",4,"OA Farrell",16,"C","won",0,"1","1"
"440",3,"JPN",0,"Korea",0,"R Yamanaka",16,"FB","won",2,"2","3"
"441",2,"Ire",1,"South Africa",3,"DPLJ Jackson",16,"FH","won",0,"1","1"
"442",2,"JPN",0,"Canada",4,"Y Tamura",16,"FH","won",0,"2","2"
"444",2,"Fiji",0,"Samoa",4,"S Baikeinuku",16,"FH","won",0,"2","2"
"445",2,"Scot",0,"Japan",4,"GD Laidlaw",16,"SH","won",0,"1","2"
"446",2,"Ire",0,"South Africa",4,"DPLJ Jackson",16,"FH","lost",0,"1","1"
"447",8,"Namib",0,"Kenya",0,"TAW Kotze",16,"FH","won",0,"2","3"
"448",3,"NZ",0,"South Africa",0,"BJ Barrett",16,"FH","won",2,"1","1"
"449",1,"Rom",0,"Canada",3,"FA Vlaicu",16,"FH","won",1,"2","2"
"450",1,"Port",0,"Brazil",3,"JG Lima",16,"FB","won",1,"2","3"
"451",5,"Germ",1,"Romania",1,"R Parkinson",16,"FH","won",0,"2","2"
"452",8,"Chile",0,"Paraguay",0,"FJ Gonzalez Moller",16,"FH","won",0,"3","3"
"453",2,"Samoa",0,"Tonga",4,"T Pisi",16,"FH","lost",0,"2","2"
"454",5,"Kenya",0,"Zimbabwe",2,"D Mukidza Kinyangi",16,"W","won",0,"3","3"
"455",1,"Arg",1,"New Zealand",2,"FN Sanchez",16,"FH","lost",1,"1","1"
"456",0,"Scot",0,"Wales",5,"CD Paterson",15,"W","lost",0,"1","1"
"457",0,"Fra",0,"Ireland",0,"V Clerc",15,"W","won",3,"1","1"
"458",0,"Port",0,"Romania",5,"PPDC Cabral",15,"FH","lost",0,"2","2"
"459",0,"Rom",0,"Czech Rep",0,"SE Ciuntu",15,"W","won",3,"2","3"
"460",0,"Georg",0,"Spain",0,"M Gorgodze",15,"L","won",3,"2","2"
"461",0,"JPN",0,"Arabian Gulf",0,"H Onozawa",15,"W","won",3,"2","3"
"462",0,"HK",0,"Japan",0,"R Varty",15,"FB","lost",3,"3","2"
"463",0,"Scot",0,"Argentina",5,"CD Paterson",15,"FB","lost",0,"1","1"
"464",0,"JPN",0,"Tonga",5,"JA Arlidge",15,"FH","won",0,"2","2"
"465",0,"NZ",0,"Samoa",0,"JM Muliaina",15,"FB","won",3,"1","2"
"466",3,"Russ",0,"Spain",3,"Y Kushnarev",15,"FH","won",0,"2","2"
"467",0,"Urug",0,"Chile",0,"N Brignoni",15,"N8","won",3,"2","3"
"468",3,"Ire",0,"France",3,"RJR O'Gara",15,"FH","won",0,"1","1"
"469",0,"Wales",0,"England",5,"SM Jones",15,"FH","won",0,"1","1"
"470",0,"Italy",0,"Wales",5,"A Marcato",15,"FB","lost",0,"1","1"
"471",0,"Scot",0,"Ireland",5,"CD Paterson",15,"FB","lost",0,"1","1"
"472",3,"Fra",0,"Italy",3,"MRJ Parra",15,"SH","won",0,"1","1"
"473",0,"Wales",1,"Ireland",4,"SM Jones",15,"FH","lost",0,"1","1"
"474",0,"Urug",0,"Paraguay",0,"F de Posadas",15,"FB","won",3,"2","3"
"475",5,"Urug",0,"Paraguay",0,"JJ Etcheverry Cavanna",15,"FH","won",1,"2","3"
"476",0,"Urug",0,"Brazil",0,"R Capo Ortega",15,"N8","won",3,"2","3"
"477",2,"Russ",0,"Germany",2,"Y Kushnarev",15,"FH","won",1,"2","2"
"478",6,"Arg",0,"Chile",1,"S Gonzalez Iglesias",15,"FH","won",0,"1","3"
"479",0,"Sing",0,"Japan",5,"R Cumbers",15,"FH","lost",0,"3","2"
"480",0,"Arg",1,"England",4,"JM Hernandez",15,"FH","lost",0,"1","1"
"481",0,"Aust",0,"Italy",0,"JD O'Connor",15,"FB","won",3,"1","1"
"482",0,"Samoa",0,"PNG",0,"MS Pesamino",15,"W","won",3,"2","3"
"483",0,"NZ",0,"Italy",5,"CL McAlister",15,"C","won",0,"1","1"
"484",0,"Ire",0,"South Africa",5,"JJ Sexton",15,"FH","won",0,"1","1"
"485",3,"Eng",0,"Wales",3,"JP Wilkinson",15,"FH","won",0,"1","1"
"486",2,"Spain",0,"Russia",2,"M Gratton Cristol",15,"FH","lost",1,"2","2"
"487",3,"Fra",1,"Ireland",2,"MRJ Parra",15,"SH","won",0,"1","1"
"488",0,"Port",0,"Germany",0,"GFG Foro",15,"W","won",3,"2","2"
"489",3,"Port",0,"Spain",3,"PPDC Cabral",15,"FH","won",0,"2","2"
"490",0,"Scot",1,"England",4,"DA Parks",15,"FH","draw",0,"1","1"
"491",0,"Urug",0,"Chile",0,"LL Leivas Ballestrino",15,"W","won",3,"2","3"
"492",5,"JPN",0,"Hong Kong",0,"JA Arlidge",15,"FH","won",1,"2","3"
"493",0,"JPN",0,"Hong Kong",0,"A Tupuailei",15,"W","won",3,"2","3"
"494",0,"Rom",0,"Ukraine",0,"SE Ciuntu",15,"W","won",3,"2","3"
"495",3,"SA",0,"France",3,"M Steyn",15,"FH","won",0,"1","1"
"496",0,"Ire",0,"Australia",5,"JJ Sexton",15,"FH","lost",0,"1","1"
"497",0,"Urug",0,"Kazakhstan",0,"LL Leivas Ballestrino",15,"W","won",3,"2","3"
"498",0,"Aust",0,"South Africa",5,"MJ Giteau",15,"C","won",0,"1","1"
"499",0,"Chile",0,"Tonga",5,"J Reyes",15,"FH","lost",0,"3","2"
"500",0,"JPN",0,"Russia",0,"A Tupuailei",15,"W","won",3,"2","2"
"501",2,"Ire",0,"Samoa",2,"RJR O'Gara",15,"FH","won",1,"1","2"
"502",5,"NZ",0,"Scotland",0,"DW Carter",15,"FH","won",1,"1","1"
"503",0,"Aust",0,"France",0,"DA Mitchell",15,"W","won",3,"1","1"
"504",0,"Fra",0,"Ireland",5,"MRJ Parra",15,"SH","won",0,"1","1"
"505",0,"JPN",0,"Hong Kong",0,"A Tupuailei",15,"W","won",3,"2","3"
"506",5,"Urug",0,"Paraguay",0,"A Lewis",15,"C","won",1,"2","3"
"507",0,"Arg",0,"Uruguay",0,"FD Luna",15,"W","won",3,"1","2"
"509",3,"NZ",1,"Australia",2,"DW Carter",15,"FH","won",0,"1","1"
"510",0,"Namib",3,"Fiji",2,"TAW Kotze",15,"FH","lost",0,"2","2"
"511",0,"Samoa",0,"Namibia",0,"AT Tuilagi",15,"W","won",3,"2","2"
"512",0,"Scot",1,"Georgia",4,"DA Parks",15,"FH","won",0,"1","2"
"513",0,"Fra",0,"Canada",0,"V Clerc",15,"W","won",3,"1","2"
"514",0,"Aust",0,"USA",0,"AP Ashley-Cooper",15,"W","won",3,"1","2"
"515",0,"Eng",0,"Romania",0,"CJ Ashton",15,"W","won",3,"1","2"
"516",0,"Eng",0,"Romania",0,"MJ Cueto",15,"W","won",3,"1","2"
"517",0,"Samoa",1,"Fiji",4,"T Pisi",15,"FH","won",0,"2","2"
"518",6,"Ire",0,"Russia",1,"RJR O'Gara",15,"FH","won",0,"1","2"
"519",6,"Wales",0,"Namibia",1,"SM Jones",15,"FH","won",0,"1","2"
"520",0,"Wales",0,"Namibia",0,"MS Williams",15,"C","won",3,"1","2"
"521",0,"Spain",0,"Ukraine",0,"C Sempere Padilla",15,"FH","won",3,"2","3"
"522",3,"Ukr",0,"Portugal",3,"O Kosariev",15,"C","won",0,"3","2"
"523",0,"JPN",0,"Kazakhstan",0,"H Onozawa",15,"W","won",3,"2","3"
"524",0,"JPN",0,"Korea",0,"H Onozawa",15,"W","won",3,"2","3"
"525",0,"Arg",0,"Brazil",0,"M Montero",15,"W","won",3,"1","3"
"526",0,"NZ",0,"Ireland",0,"SJ Savea",15,"W","won",3,"1","1"
"527",2,"JPN",0,"Tonga",2,"A Goromaru",15,"FB","lost",1,"2","2"
"528",0,"Fra",0,"Argentina",5,"MRJ Parra",15,"SH","lost",0,"1","1"
"529",2,"Urug",0,"Portugal",2,"AL Ormaechea",15,"SH","won",1,"2","2"
"530",1,"Fiji",0,"Tonga",1,"M Talebula Maijaina",15,"FB","won",2,"2","2"
"531",0,"Aust",0,"Wales",5,"BS Barnes",15,"FH","won",0,"1","1"
"532",2,"Namib",1,"Senegal",1,"TAW Kotze",15,"FH","won",1,"2","3"
"533",0,"SA",0,"Australia",0,"BG Habana",15,"W","won",3,"1","1"
"534",0,"NZ",0,"Argentina",0,"CS Jane",15,"W","won",3,"1","1"
"535",0,"Aust",0,"New Zealand",5,"MJ Harris",15,"FB","draw",0,"1","1"
"536",5,"USA",0,"Russia",0,"CT Wyles",15,"FB","won",1,"2","2"
"537",3,"Fra",1,"Australia",2,"F Michalak",15,"FH","won",0,"1","1"
"538",3,"Spain",0,"Zimbabwe",3,"JM Carrion Llorens",15,"W","won",0,"2","3"
"539",0,"Aust",1,"England",4,"BS Barnes",15,"FB","won",0,"1","1"
"540",3,"Can",0,"Russia",3,"J Pritchard",15,"FB","won",0,"2","2"
"541",0,"Scot",0,"Tonga",5,"GD Laidlaw",15,"FH","lost",0,"1","2"
"542",3,"Ire",0,"Wales",3,"JJ Sexton",15,"FH","won",0,"1","1"
"543",0,"Ire",0,"Italy",5,"DPLJ Jackson",15,"FH","lost",0,"1","1"
"544",0,"JPN",0,"UAE",0,"T Kikutani",15,"N8","won",3,"2","3"
"545",5,"JPN",0,"UAE",0,"H Tatekawa",15,"C","won",1,"2","3"
"546",2,"Russ",0,"Romania",2,"Y Kushnarev",15,"FB","lost",1,"2","2"
"547",3,"Rom",0,"Russia",3,"FA Vlaicu",15,"C","won",0,"2","2"
"548",0,"Ire",0,"USA",5,"IL Madigan",15,"FH","won",0,"1","2"
"549",3,"Namib",0,"Senegal",3,"TAW Kotze",15,"FH","won",0,"2","3"
"550",3,"NZ",0,"France",3,"AW Cruden",15,"FH","won",0,"1","1"
"551",0,"Ire",0,"Canada",0,"FL McFadden",15,"W","won",3,"1","2"
"552",3,"Fiji",0,"USA",3,"S Baikeinuku",15,"C","won",0,"2","2"
"553",3,"Scot",0,"Italy",3,"GD Laidlaw",15,"SH","won",0,"1","1"
"554",0,"Georg",1,"Argentina",4,"B Tsiklauri",15,"FB","lost",0,"2","1"
"555",0,"Lions",0,"Australia",5,"SL Halfpenny",15,"FB","lost",0,"Lions","1"
"556",0,"NZ",0,"Australia",0,"BR Smith",15,"W","won",3,"1","1"
"557",0,"Aust",0,"Argentina",0,"I Folau",15,"FB","won",3,"1","1"
"558",2,"Eng",0,"Australia",2,"OA Farrell",15,"FH","won",1,"1","1"
"559",2,"Scot",0,"Japan",2,"GD Laidlaw",15,"SH","won",1,"1","2"
"560",0,"Wales",0,"South Africa",5,"SL Halfpenny",15,"FB","lost",0,"1","1"
"561",3,"Ire",0,"Samoa",3,"DPLJ Jackson",15,"FH","won",0,"1","2"
"562",3,"JPN",0,"Russia",3,"A Goromaru",15,"FB","won",0,"2","2"
"563",3,"Italy",0,"Fiji",3,"L Orquera",15,"FH","won",0,"1","2"
"564",6,"Namib",0,"Kenya",1,"TAW Kotze",15,"FH","won",0,"2","3"
"565",0,"Scot",0,"Australia",5,"GD Laidlaw",15,"SH","lost",0,"1","1"
"566",1,"Georg",0,"Belgium",1,"M Kvirikashvili",15,"FB","won",2,"2","3"
"567",3,"Fra",0,"Italy",3,"JM Doussain",15,"SH","won",0,"1","1"
"568",0,"Germ",0,"Czech Rep",0,"T Vollenkemper",15,"N8","won",3,"2","3"
"569",0,"JPN",0,"Philippines",0,"Y Fujita",15,"W","won",3,"2","3"
"570",0,"JPN",0,"Sri Lanka",0,"T Kizu",15,"H","won",3,"2","3"
"571",0,"JPN",0,"Sri Lanka",0,"MG Leitch",15,"F","won",3,"2","3"
"572",6,"Arg",0,"Uruguay",1,"S Gonzalez Iglesias",15,"FH","won",0,"1","2"
"573",0,"JPN",0,"Hong Kong",0,"Y Fujita",15,"W","won",3,"2","3"
"574",0,"NZ",0,"England",5,"AW Cruden",15,"FH","won",0,"1","1"
"575",6,"Aust",0,"France",1,"BT Foley",15,"FH","won",0,"1","1"
"576",0,"Samoa",0,"Italy",5,"T Pisi",15,"FH","won",0,"2","1"
"577",0,"USA",0,"Japan",0,"BH Scully",15,"W","lost",3,"2","2"
"578",0,"NZ",0,"England",0,"SJ Savea",15,"W","won",3,"1","1"
"579",3,"Wales",0,"South Africa",3,"DR Biggar",15,"FH","lost",0,"1","1"
"580",5,"Can",0,"USA",0,"J Pritchard",15,"FB","lost",1,"2","2"
"581",0,"Urug",0,"Hong Kong",5,"AL Ormaechea",15,"SH","won",0,"2","3"
"582",2,"Aust",0,"New Zealand",2,"BT Foley",15,"FH","lost",1,"1","1"
"583",0,"Fra",0,"Fiji",0,"T Thomas",15,"W","won",3,"1","2"
"584",0,"Italy",0,"Argentina",5,"KJ Haimona",15,"FH","lost",0,"1","1"
"585",1,"NZ",0,"Wales",1,"BJ Barrett",15,"FH","won",2,"1","1"
"586",0,"Arg",3,"France",2,"FN Sanchez",15,"FH","won",0,"1","1"
"587",2,"Georg",0,"Japan",2,"M Kvirikashvili",15,"FB","won",1,"2","2"
"588",0,"Georg",0,"Germany",0,"Z Zhvania",15,"H","won",3,"2","2"
"589",0,"Fra",0,"Scotland",5,"C Lopez",15,"FH","won",0,"1","1"
"590",0,"Russ",0,"Germany",0,"V Artemyev",15,"W","won",3,"2","2"
"591",0,"Port",0,"Georgia",5,"PB Avila",15,"FB","lost",0,"2","2"
"592",0,"Germ",0,"Russia",0,"K Brenner",15,"F","lost",3,"2","2"
"593",0,"Georg",0,"Portugal",5,"M Kvirikashvili",15,"FB","won",0,"2","2"
"594",3,"Eng",0,"Italy",3,"GT Ford",15,"FH","won",0,"1","1"
"595",0,"Ire",0,"France",5,"JJ Sexton",15,"FH","won",0,"1","1"
"596",0,"Wales",0,"France",5,"SL Halfpenny",15,"FB","won",0,"1","1"
"597",0,"Wales",0,"Ireland",5,"SL Halfpenny",15,"FB","won",0,"1","1"
"598",2,"Eng",0,"Scotland",2,"GT Ford",15,"FH","won",1,"1","1"
"599",6,"Wales",0,"Italy",1,"DR Biggar",15,"FH","won",0,"1","1"
"600",0,"Georg",0,"Romania",5,"M Kvirikashvili",15,"FB","won",0,"2","2"
"601",0,"Wales",0,"Italy",0,"GP North",15,"W","won",3,"1","1"
"602",3,"Korea",0,"Japan",3,"OY Hyung",15,"FH","lost",0,"3","2"
"603",2,"Urug",0,"Brazil",2,"MM Blengio Penalva",15,"FH","won",1,"2","3"
"604",0,"JPN",0,"Korea",0,"K Fukuoka",15,"W","won",3,"2","3"
"605",0,"Arg",0,"Paraguay",0,"S Cordero",15,"W","won",3,"1","3"
"606",3,"Fiji",0,"Tonga",3,"BTT Volavola",15,"FH","won",0,"2","2"
"607",0,"Namib",0,"Russia",0,"C Marais",15,"W","won",3,"2","2"
"608",0,"JPN",0,"Canada",5,"A Goromaru",15,"FB","won",0,"2","2"
"609",0,"JPN",0,"Tonga",5,"A Goromaru",15,"FB","lost",0,"2","2"
"610",0,"USA",1,"Canada",4,"AL MacGinty",15,"FH","won",0,"2","2"
"611",0,"Arg",0,"South Africa",0,"JJ Imhoff",15,"W","won",3,"1","1"
"612",0,"Namib",0,"Zimbabwe",0,"R Kitshoff",15,"F","won",3,"2","3"
"613",3,"JPN",0,"Uruguay",3,"A Goromaru",15,"FB","won",0,"2","2"
"614",5,"JPN",0,"Uruguay",0,"A Goromaru",15,"FB","won",1,"2","2"
"615",0,"Wales",0,"Italy",5,"SL Halfpenny",15,"FB","won",0,"1","1"
"616",0,"Wales",0,"Uruguay",0,"CL Allen",15,"C","won",3,"1","2"
"617",3,"Arg",1,"Georgia",2,"FN Sanchez",15,"FH","won",0,"1","2"
"618",0,"SA",0,"Samoa",0,"JPR Pietersen",15,"W","won",3,"1","2"
"619",0,"NZ",0,"Georgia",0,"SJ Savea",15,"W","won",3,"1","2"
"620",0,"SA",0,"USA",0,"BG Habana",15,"W","won",3,"1","2"
"621",0,"Aust",0,"Wales",5,"BT Foley",15,"FH","won",0,"1","1"
"622",0,"Eng",0,"Uruguay",0,"NJ Easter",15,"N8","won",3,"1","2"
"623",0,"Eng",0,"Uruguay",0,"JT Nowell",15,"W","won",3,"1","2"
"624",0,"NZ",0,"France",0,"SJ Savea",15,"W","won",3,"1","1"
"625",0,"SA",0,"New Zealand",5,"H Pollard",15,"FH","lost",0,"1","1"
"626",0,"Aust",0,"Argentina",0,"AP Ashley-Cooper",15,"W","won",3,"1","1"
"627",0,"Arg",0,"Australia",5,"FN Sanchez",15,"FH","lost",0,"1","1"
"628",0,"Chile",0,"Argentina",5,"M Nordenflycht Torrico",15,"C","lost",0,"3","1"
"629",0,"USA",0,"Canada",0,"TS Clever",15,"F","won",3,"2","2"
"630",0,"Can",0,"USA",5,"GA McRorie",15,"SH","lost",0,"2","2"
"631",0,"Eng",0,"Italy",0,"JBA Joseph",15,"C","won",3,"1","1"
"632",2,"Rom",0,"Russia",2,"FA Vlaicu",15,"C","won",1,"2","2"
"633",0,"Germ",0,"Portugal",0,"J Otto",15,"F","won",3,"2","2"
"634",6,"Germ",0,"Portugal",1,"R Parkinson",15,"FB","won",0,"2","2"
"635",0,"Rom",0,"Germany",0,"PF Kinikinlau",15,"C","won",3,"2","2"
"636",3,"Ire",0,"Scotland",3,"JJ Sexton",15,"FH","won",0,"1","1"
"637",0,"JPN",0,"Korea",0,"H Yamashita",15,"W","won",3,"2","3"
"638",0,"Urug",0,"Paraguay",0,"G Campomar",15,"F","won",3,"2","3"
"639",6,"Urug",0,"Paraguay",1,"M Secco",15,"FH","won",0,"2","3"
"640",0,"Arg",0,"Chile",0,"G Gutierrez Taboada",15,"FB","won",3,"1","3"
"641",3,"Arg",0,"France",3,"FN Sanchez",15,"FH","won",0,"1","1"
"642",3,"Kenya",0,"Uganda",3,"D Mukidza Kinyangi",15,"W","won",0,"3","3"
